RTSI$ Index,Last Price,High Price,Low Price,Volume,Open Price,,SPX Index,Last Price,High Price,Low Price,Volume,Open Price
Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME,PX_OPEN,,Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME,PX_OPEN
30.07.2009,1001.3,1001.3,973.45,25496860,973.45,,13.07.2009,901.05,901.05,875.32,1087623552,879.57
31.07.2009,1017.47,1021.75,1002.11,58410248,1002.11,,14.07.2009,905.84,905.84,896.5,898773184,900.77
03.08.2009,1067.98,1070.49,1017.8,120110656,1017.8,,15.07.2009,932.68,933.95,910.15,1277685888,910.15
04.08.2009,1074.49,1074.58,1065.7,141911024,1067.98,,16.07.2009,940.74,943.96,927.45,1081014784,930.17
05.08.2009,1094.26,1103.96,1074.49,38647728,1074.49,,17.07.2009,940.38,941.89,934.65,1237679104,940.56
06.08.2009,1083.79,1098.57,1080.5,67437168,1093.86,,20.07.2009,951.13,951.62,940.99,1004517760,942.07
07.08.2009,1080.08,1083.79,1047.64,26476476,1083.79,,21.07.2009,954.58,956.53,943.22,1087333888,951.97
10.08.2009,1065.14,1080.08,1064.39,18360704,1080.08,,22.07.2009,954.07,959.83,947.75,1054684608,953.4
11.08.2009,1033.72,1073.36,1033.32,56890456,1065.21,,23.07.2009,976.29,979.42,953.27,1301012864,954.07
12.08.2009,1025.12,1033.72,996.3,160781600,1033.72,,24.07.2009,979.26,979.79,965.95,941728256,972.16
13.08.2009,1054.57,1068.42,1025.03,108627048,1025.03,,27.07.2009,982.18,982.49,972.29,930706624,978.63
14.08.2009,1059.92,1066.03,1054.57,20949018,1054.57,,28.07.2009,979.62,982.35,969.35,1080942592,981.48
17.08.2009,1005.77,1058.14,1004.75,13149704,1058.08,,29.07.2009,975.15,977.76,968.65,1198063616,977.66
18.08.2009,1001.52,1020.95,1001.5,4813617,1005.77,,30.07.2009,986.75,996.68,976.01,1304140160,976.01
19.08.2009,993.57,1002.57,992.46,22674568,1002.22,,31.07.2009,987.48,993.18,982.85,1410121216,986.8
20.08.2009,1018.5,1021.36,987.41,20643166,987.41,,03.08.2009,1002.63,1003.61,990.22,1049508736,990.22
21.08.2009,1050.44,1050.44,1017.52,259562112,1018.94,,04.08.2009,1005.65,1007.12,996.68,1082340736,1001.41
24.08.2009,1094,1096.25,1050.44,229536768,1050.44,,05.08.2009,1002.72,1006.64,994.31,1705014144,1005.41
25.08.2009,1103.02,1104.94,1076.81,89564104,1094,,06.08.2009,997.08,1008,992.49,1186695680,1004.06
26.08.2009,1072.05,1102.57,1072.05,30396844,1102.57,,07.08.2009,1010.48,1018,999.83,1232038272,999.83
27.08.2009,1070.49,1078.18,1068.85,22431920,1072.05,,10.08.2009,1007.1,1010.12,1000.99,892977600,1008.89
28.08.2009,1089.46,1092.66,1070.49,172892464,1070.49,,11.08.2009,994.35,1005.77,992.4,962837632,1005.77
31.08.2009,1066.53,1089.46,1064.73,356780256,1089.46,,12.08.2009,1005.81,1012.78,993.36,1046148864,994
01.09.2009,1073.62,1081.96,1066.53,607005376,1066.53,,13.08.2009,1012.73,1013.14,1000.82,774486080,1005.86
02.09.2009,1053.17,1073.62,1052.98,18358004,1073.62,,14.08.2009,1004.09,1012.6,994.6,961235200,1012.23
03.09.2009,1074.05,1076.47,1053.19,42676208,1053.19,,17.08.2009,979.73,998.18,978.51,1049170816,998.18
04.09.2009,1063.57,1089.9,1062.24,64167824,1074.05,,18.08.2009,989.67,991.2,980.62,839006528,980.62
07.09.2009,1093.04,1093.61,1063.57,27537542,1063.57,,19.08.2009,996.46,999.61,980.62,880743296,986.88
08.09.2009,1135.94,1135.94,1093.04,71492624,1093.04,,20.08.2009,1007.37,1008.92,996.39,898551680,996.41
09.09.2009,1159.8,1160.06,1135.94,62245856,1135.94,,21.08.2009,1026.13,1027.59,1009.06,1312828032,1009.06
10.09.2009,1163.76,1175.24,1159.32,68811080,1159.86,,24.08.2009,1025.57,1035.82,1022.48,979707648,1026.59
11.09.2009,1196.55,1197.96,1163.76,101675776,1163.76,,25.08.2009,1028,1037.75,1026.21,935839232,1026.63
14.09.2009,1194.21,1199.24,1173.01,40574488,1196.55,,26.08.2009,1028.12,1032.47,1021.57,841764224,1027.35
15.09.2009,1224.33,1226.48,1193.82,43250992,1194.21,,27.08.2009,1030.98,1033.33,1016.2,957957568,1027.81
16.09.2009,1246.81,1257.73,1225.26,59130464,1225.26,,28.08.2009,1028.93,1039.47,1023.13,1090134656,1031.62
17.09.2009,1231.41,1262.02,1229.81,44000324,1246.87,,31.08.2009,1020.62,1025.21,1014.62,1118938624,1025.21
18.09.2009,1245.56,1247.24,1223.38,94627776,1231.41,,01.09.2009,998.04,1028.45,996.28,1392886400,1019.52
21.09.2009,1210.57,1246.62,1208.2,70545456,1245.56,,02.09.2009,994.75,1000.34,991.97,1087342336,996.07
22.09.2009,1249.14,1250.14,1210.57,44500904,1210.57,,03.09.2009,1003.24,1003.43,992.25,987494720,996.12
23.09.2009,1254.31,1269.9,1249.14,40242032,1249.14,,04.09.2009,1016.4,1016.48,1001.65,829458496,1003.84
24.09.2009,1242.23,1260.99,1239.93,17240714,1254.31,,08.09.2009,1025.39,1026.07,1018.67,1090008576,1018.67
25.09.2009,1225.29,1244.25,1225.29,130435640,1242.23,,09.09.2009,1033.37,1036.34,1023.97,1050752320,1025.36
28.09.2009,1248.73,1248.73,1221.94,57234520,1225.29,,10.09.2009,1044.14,1044.14,1028.04,1341024896,1032.99
29.09.2009,1260.56,1265.93,1248.73,56622116,1248.73,,11.09.2009,1042.73,1048.18,1038.4,1066924032,1043.92
30.09.2009,1254.52,1268.91,1254.52,105707936,1260.56,,14.09.2009,1049.34,1049.74,1035,1060523776,1040.15
01.10.2009,1266.85,1269.59,1254.52,29915320,1254.52,,15.09.2009,1052.63,1056.04,1043.42,1327966080,1049.03
02.10.2009,1224.8,1266.85,1210.95,52427588,1266.85,,16.09.2009,1068.76,1068.76,1052.87,1379409664,1053.99
05.10.2009,1227.19,1230.54,1224.8,5099822,1224.8,,17.09.2009,1065.49,1074.77,1061.2,1290932608,1067.87
06.10.2009,1270.63,1270.69,1227.19,27878252,1227.19,,18.09.2009,1068.3,1071.52,1064.27,2109997696,1066.6
07.10.2009,1287.37,1297.8,1270.63,190492640,1270.63,,21.09.2009,1064.66,1067.28,1057.46,1035951296,1067.14
08.10.2009,1334.94,1334.94,1287.37,133913712,1287.37,,22.09.2009,1071.66,1073.81,1066.35,1084416000,1066.35
09.10.2009,1372.11,1373.47,1334.94,244679040,1334.94,,23.09.2009,1060.87,1080.15,1060.39,1136871552,1072.69
12.10.2009,1428.06,1428.06,1372.11,112993000,1372.11,,24.09.2009,1050.78,1066.29,1045.85,1103344384,1062.56
13.10.2009,1400.02,1436.06,1399.54,72505440,1428.06,,25.09.2009,1044.38,1053.47,1041.17,988608256,1049.48
14.10.2009,1441.24,1451.18,1400.02,35579052,1400.02,,28.09.2009,1062.98,1065.13,1045.38,826224256,1045.38
15.10.2009,1434.35,1456.27,1429.61,69457712,1441.28,,29.09.2009,1060.61,1069.62,1057.83,939221056,1063.69
16.10.2009,1408.68,1446.95,1406.25,89778304,1434.35,,30.09.2009,1057.08,1063.4,1046.47,1549257344,1061.02
19.10.2009,1433.37,1433.37,1408.68,29735132,1408.68,,01.10.2009,1029.85,1054.91,1029.45,1377870848,1054.91
20.10.2009,1446.14,1457.22,1433.37,39163848,1433.37,,02.10.2009,1025.21,1030.6,1019.95,1168124672,1029.71
21.10.2009,1446.64,1446.64,1418.84,23282884,1446.14,,05.10.2009,1040.46,1042.58,1025.92,944469824,1026.87
22.10.2009,1448.34,1451.51,1434.36,6993261,1446.64,,06.10.2009,1054.72,1060.55,1042.02,1062655680,1042.02
23.10.2009,1461.3,1467.16,1448.34,40068112,1448.34,,07.10.2009,1057.58,1058.02,1050.1,904917312,1053.65
26.10.2009,1476.06,1481.11,1458.61,8450084,1461.3,,08.10.2009,1065.48,1070.67,1060.03,1058906816,1060.03
27.10.2009,1421.29,1476.01,1417.24,26644188,1476.01,,09.10.2009,1071.49,1071.51,1063,845884224,1065.28
28.10.2009,1368.77,1421.42,1368.77,34470232,1421.29,,12.10.2009,1076.19,1079.46,1071.63,817808256,1071.63
29.10.2009,1377.16,1377.16,1331.41,165290416,1368.77,,13.10.2009,1073.19,1075.3,1066.71,994566528,1074.96
30.10.2009,1348.54,1381.83,1348.09,24248604,1377.16,,14.10.2009,1092.02,1093.17,1078.68,1178465408,1078.68
02.11.2009,1357.06,1360.46,1317.1,22911408,1358.76,,15.10.2009,1096.56,1096.56,1086.41,1178639488,1090.36
03.11.2009,1305.11,1349.29,1301.47,14796083,1349.1,,16.10.2009,1087.68,1094.67,1081.53,1259424128,1094.67
05.11.2009,1348.82,1348.82,1303.04,82029792,1306.28,,19.10.2009,1097.91,1100.17,1086.48,903384832,1088.22
06.11.2009,1337.54,1363.39,1326.16,55988512,1348.82,,20.10.2009,1091.06,1098.64,1086.16,1060443392,1098.64
09.11.2009,1407.71,1407.71,1335.11,47425472,1337.54,,21.10.2009,1081.4,1101.36,1080.77,1246035072,1090.36
10.11.2009,1436.97,1439.82,1398.28,59901708,1408.1,,22.10.2009,1092.91,1095.21,1074.31,1159124224,1080.96
11.11.2009,1434.45,1455,1430.7,210494672,1436.54,,23.10.2009,1079.6,1095.83,1075.49,1163963264,1095.62
12.11.2009,1425.34,1435.01,1410.51,95900952,1434.45,,26.10.2009,1066.95,1091.75,1065.23,1208699392,1080.36
13.11.2009,1419.49,1425.31,1407.27,100242752,1425.31,,27.10.2009,1063.41,1072.48,1060.62,1172615296,1067.54
16.11.2009,1481.82,1482.39,1418.02,69514488,1419.49,,28.10.2009,1042.63,1063.26,1042.19,1361202688,1061.51
17.11.2009,1472.76,1488.2,1461.9,21686728,1481.95,,29.10.2009,1066.11,1066.83,1043.69,1207419008,1043.69
18.11.2009,1486.62,1508.42,1472.83,93291208,1472.83,,30.10.2009,1036.19,1065.41,1033.38,1397615232,1065.41
19.11.2009,1451.2,1489.84,1448.21,20894710,1486.62,,02.11.2009,1042.88,1052.18,1029.38,1235922816,1036.18
20.11.2009,1436.44,1463.83,1420.29,8076641,1450.57,,03.11.2009,1045.41,1046.36,1033.94,1146890880,1040.92
23.11.2009,1466.77,1473.71,1434.71,17778304,1436.44,,04.11.2009,1046.5,1061,1045.15,1104803968,1047.14
24.11.2009,1447.23,1466.77,1427.44,18033340,1466.77,,05.11.2009,1066.63,1066.65,1047.3,1093347200,1047.3
25.11.2009,1427.55,1456.06,1418.37,2866936576,1447.23,,06.11.2009,1069.3,1071.48,1059.32,909163584,1064.95
26.11.2009,1366.85,1432.85,1358.83,3726299648,1427.41,,09.11.2009,1093.08,1093.19,1072.31,1051707008,1072.31
27.11.2009,1369.6,1369.6,1293.49,5434926080,1366.27,,10.11.2009,1093.01,1096.42,1087.4,919364096,1091.86
30.11.2009,1374.93,1393.16,1356.06,1391942144,1369.6,,11.11.2009,1098.51,1105.37,1093.81,867579904,1096.04
01.12.2009,1416.3,1418.25,1368.45,5802137600,1372.17,,12.11.2009,1087.24,1101.97,1084.9,880870976,1098.31
02.12.2009,1415.98,1437.88,1406.69,4302941184,1415.07,,13.11.2009,1093.48,1097.79,1085.33,832805952,1087.59
03.12.2009,1409.32,1438.98,1407.3,5407251968,1415.12,,16.11.2009,1109.3,1113.69,1094.13,985572160,1094.13
04.12.2009,1427.13,1431.01,1396.09,4736950784,1411.03,,17.11.2009,1110.32,1110.52,1102.19,806519616,1109.22
07.12.2009,1389.64,1425.09,1384.72,1619380352,1425.09,,18.11.2009,1109.8,1111.1,1102.7,887346048,1109.44
08.12.2009,1353.23,1399.08,1347.71,1656206592,1389.23,,19.11.2009,1094.9,1106.44,1088.4,993810112,1106.44
09.12.2009,1348.92,1359.76,1341.42,4368791552,1351.33,,20.11.2009,1091.38,1094.66,1086.81,1062880512,1094.66
10.12.2009,1351.98,1360.02,1327.44,5701234688,1348.98,,23.11.2009,1106.24,1112.38,1094.86,839359296,1094.86
11.12.2009,1366.36,1376.86,1350.02,3336790784,1351.98,,24.11.2009,1105.65,1107.56,1097.63,814676288,1105.83
14.12.2009,1381.91,1382.22,1355.07,3727528960,1366.36,,25.11.2009,1110.63,1111.18,1104.75,649280512,1106.49
15.12.2009,1396.32,1396.36,1374.64,3278003200,1381.91,,27.11.2009,1091.49,1105.47,1083.74,558608192,1105.47
16.12.2009,1449.02,1449.36,1391.83,5453609472,1396.32,,30.11.2009,1095.63,1097.24,1086.25,1087868928,1091.07
17.12.2009,1400.91,1456.73,1398.74,4288063232,1448.92,,01.12.2009,1108.86,1112.28,1098.89,938974976,1098.89
18.12.2009,1410.22,1429.67,1399.59,3902995200,1403.85,,02.12.2009,1109.24,1115.58,1105.29,839538496,1109.03
21.12.2009,1425.45,1430.36,1405.27,3773966336,1411.32,,03.12.2009,1099.92,1117.28,1098.74,989612672,1110.59
22.12.2009,1417.22,1428.1,1411.44,1572568192,1425.6,,04.12.2009,1105.98,1119.13,1096.52,1337663872,1100.43
23.12.2009,1434.6,1437.24,1413.34,2501291008,1421.03,,07.12.2009,1103.25,1110.72,1100.83,901837824,1105.52
24.12.2009,1443.61,1457.6,1432.01,1846305920,1434.66,,08.12.2009,1091.94,1103.04,1088.61,1006665472,1103.04
25.12.2009,1450.25,1451.11,1439.6,1032769408,1443.61,,09.12.2009,1095.95,1097.04,1085.89,917832128,1091.07
28.12.2009,1451.6,1457.14,1448.85,1167012608,1451.68,,10.12.2009,1102.35,1106.25,1098.69,906695680,1098.69
29.12.2009,1445.17,1455.32,1437.89,945604672,1452.77,,11.12.2009,1106.41,1108.5,1101.34,822517120,1103.96
30.12.2009,1426.93,1444.91,1426.12,650704128,1444.91,,14.12.2009,1114.11,1114.76,1107.84,911187712,1107.84
31.12.2009,1444.61,1448.86,1426.93,48188904,1426.93,,15.12.2009,1107.93,1114.11,1105.35,1007033216,1114.11
11.01.2010,1553.06,1561.8,1444.7,4439150080,1444.7,,16.12.2009,1109.18,1116.21,1107.96,1037936000,1108.61
12.01.2010,1535.78,1559.75,1528.09,2770067200,1550.2,,17.12.2009,1096.08,1106.36,1095.88,1561863808,1106.36
13.01.2010,1538.43,1548.46,1512.81,3465094400,1535.78,,18.12.2009,1102.47,1103.74,1093.88,2777861120,1097.86
14.01.2010,1561.91,1561.91,1538.22,2122837504,1538.37,,21.12.2009,1114.05,1117.68,1105.31,848097408,1105.31
15.01.2010,1559.25,1573.9,1553.83,2376504320,1561.91,,22.12.2009,1118.02,1120.27,1114.51,742451904,1114.51
18.01.2010,1581.09,1581.09,1551.99,678246464,1559.25,,23.12.2009,1120.59,1121.58,1116,632392448,1118.84
19.01.2010,1580.67,1588.96,1556.26,1439542656,1581.09,,24.12.2009,1126.48,1126.48,1121.08,261180096,1121.08
20.01.2010,1556.97,1590.02,1555.92,3178198784,1580.63,,28.12.2009,1127.78,1130.38,1123.51,561872320,1127.53
21.01.2010,1530.29,1564.31,1527.33,2292379648,1556.33,,29.12.2009,1126.2,1130.38,1126.08,489466080,1128.55
22.01.2010,1489.46,1533.18,1480.15,3870044928,1530.53,,30.12.2009,1126.42,1126.42,1121.94,505993120,1125.53
25.01.2010,1485.92,1501.32,1471.56,2123097216,1491.27,,31.12.2009,1115.1,1127.64,1114.81,552944192,1126.6
