RTSI$ Index,Last Price,High Price,Low Price,Volume,Open Price,,SPX Index,Last Price,High Price,Low Price,Volume,Open Price
Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME,PX_OPEN,,Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME,PX_OPEN
31.07.2012,1377.35,1401.13,1373.2,6960555520,1398.07,,24.07.2012,1338.31,1351.53,1329.24,632833408,1350.52
01.08.2012,1374.98,1383.59,1370.11,3164679168,1377.06,,25.07.2012,1337.89,1343.98,1331.5,653733632,1338.35
02.08.2012,1355.32,1393.09,1345.03,5319719936,1374.98,,26.07.2012,1360.02,1363.13,1338.17,714242048,1338.17
03.08.2012,1398.33,1399.91,1348.95,2780012288,1351.06,,27.07.2012,1385.97,1389.19,1360.05,751211840,1360.05
06.08.2012,1433.54,1439.16,1396.73,5181373440,1398.33,,30.07.2012,1385.3,1391.74,1381.37,492528736,1385.94
07.08.2012,1445.34,1447.41,1424.25,2417163520,1436.77,,31.07.2012,1379.32,1387.16,1379.17,679418368,1385.27
08.08.2012,1444.79,1448.67,1428.65,3035181568,1445.34,,01.08.2012,1375.14,1385.03,1373.35,703061120,1379.32
09.08.2012,1447.09,1463.22,1431.59,4495996928,1444.79,,02.08.2012,1365,1375.13,1354.65,625895104,1375.13
10.08.2012,1427.33,1449.59,1410.61,4280224000,1447.09,,03.08.2012,1390.99,1394.16,1365.45,558787136,1365.45
13.08.2012,1436.15,1457.61,1425.69,5058206208,1430.51,,06.08.2012,1394.23,1399.63,1391.04,486460096,1391.04
14.08.2012,1445.29,1452.79,1432.48,2410526464,1435.63,,07.08.2012,1401.35,1407.14,1394.46,533384416,1394.46
15.08.2012,1427.67,1448.51,1412.75,3809723648,1445.29,,08.08.2012,1402.22,1404.14,1396.13,472937824,1401.23
16.08.2012,1431.07,1440.76,1421.32,3385170432,1427.67,,09.08.2012,1402.8,1405.95,1398.8,456085664,1402.26
17.08.2012,1416.78,1444.25,1416.11,4274366720,1431.07,,10.08.2012,1405.87,1405.98,1395.62,490295584,1402.58
20.08.2012,1403.55,1423.87,1396.72,5525385216,1416.78,,13.08.2012,1404.11,1405.87,1397.32,396726848,1405.87
21.08.2012,1442.72,1445.79,1402.55,5471206912,1403.55,,14.08.2012,1403.93,1410.03,1400.6,453956448,1404.36
22.08.2012,1430.48,1443.18,1420.91,2677549824,1442.72,,15.08.2012,1405.53,1407.73,1401.83,438823200,1403.89
23.08.2012,1442.94,1462.86,1428.67,5814156288,1430.46,,16.08.2012,1415.51,1417.44,1404.15,521541216,1405.57
24.08.2012,1436.84,1445.36,1424.74,4078172160,1442.94,,17.08.2012,1418.16,1418.71,1414.67,600927168,1415.84
27.08.2012,1431.53,1446.98,1425.48,2203343616,1436.78,,20.08.2012,1418.13,1418.13,1412.12,443600736,1417.85
28.08.2012,1428.88,1434.54,1419.62,2989798656,1431.53,,21.08.2012,1413.17,1426.68,1410.86,531114464,1418.13
29.08.2012,1410.16,1435.79,1409.15,2734739456,1428.86,,22.08.2012,1413.49,1416.12,1406.78,508463360,1413.09
30.08.2012,1384.26,1413.34,1383.79,2020698752,1410.16,,23.08.2012,1402.08,1413.49,1400.5,462197984,1413.49
31.08.2012,1389.72,1397.92,1381.01,4300887040,1384.32,,24.08.2012,1411.13,1413.46,1398.04,432340000,1401.99
03.09.2012,1406.04,1407.91,1386.66,3515988224,1386.66,,27.08.2012,1410.44,1416.17,1409.11,421847040,1411.13
04.09.2012,1405.71,1419.2,1403.37,4358323200,1406.04,,28.08.2012,1409.3,1413.63,1405.59,410787872,1410.44
05.09.2012,1391.02,1407.02,1385.27,10825985024,1405.71,,29.08.2012,1410.49,1413.95,1406.57,408841248,1409.32
06.09.2012,1437.37,1438.68,1390.51,6355521024,1390.92,,30.08.2012,1399.48,1410.08,1397.01,406387488,1410.08
07.09.2012,1471.8,1478.89,1434.96,19002894336,1437.37,,31.08.2012,1406.58,1413.09,1398.96,575151936,1400.07
10.09.2012,1476.44,1477.58,1462.77,14299757568,1471.8,,04.09.2012,1404.94,1409.31,1396.56,479796288,1406.54
11.09.2012,1480.05,1480.27,1460.1,5926781952,1476.44,,05.09.2012,1403.44,1408.81,1401.25,485651136,1404.94
12.09.2012,1482.51,1497.04,1478.27,5442499072,1480.05,,06.09.2012,1432.12,1432.12,1403.74,577384896,1403.74
13.09.2012,1484.88,1488.25,1477.81,5370020352,1482.67,,07.09.2012,1437.92,1437.92,1431.45,550364736,1432.12
14.09.2012,1589.4,1594.63,1484.98,15488978944,1484.98,,10.09.2012,1429.08,1438.74,1428.98,494991808,1437.92
17.09.2012,1582.22,1591.24,1573.3,13924754432,1589.4,,11.09.2012,1433.56,1437.76,1429.13,527348704,1429.13
18.09.2012,1547.74,1586.75,1546.74,9264374784,1582.22,,12.09.2012,1436.56,1439.15,1432.99,509502880,1433.56
19.09.2012,1517.58,1564.73,1508.6,19088848896,1547.79,,13.09.2012,1459.99,1463.76,1435.34,617087360,1436.56
20.09.2012,1515.88,1522.14,1479.32,27341047808,1517.84,,14.09.2012,1465.77,1474.51,1460.07,745929984,1460.07
21.09.2012,1522.63,1535.77,1513.12,13382056960,1516.59,,17.09.2012,1461.19,1465.63,1457.55,525147488,1465.42
24.09.2012,1509.58,1524.07,1492.51,3861972224,1522.63,,18.09.2012,1459.32,1461.47,1456.13,518979296,1461.19
25.09.2012,1510.96,1522.43,1504.54,5364908544,1509.58,,19.09.2012,1461.05,1465.15,1457.88,536734496,1459.5
26.09.2012,1456.99,1513.85,1455.02,8357537792,1510.96,,20.09.2012,1460.26,1461.23,1449.98,541019392,1461.05
27.09.2012,1474.76,1479.33,1455.17,4818880512,1459.15,,21.09.2012,1460.15,1467.07,1459.51,1501955072,1460.34
28.09.2012,1475.7,1500.3,1466.5,10355659776,1474.76,,24.09.2012,1456.89,1460.72,1452.06,509947968,1459.76
01.10.2012,1513.81,1515.19,1467.34,4867411456,1475.7,,25.09.2012,1441.59,1463.24,1441.59,609070336,1456.94
02.10.2012,1507.77,1517.29,1496.63,4883532800,1513.81,,26.09.2012,1433.32,1441.6,1430.53,545300736,1441.6
03.10.2012,1492.3,1508.16,1487.56,3449132800,1507.35,,27.09.2012,1447.15,1450.2,1433.36,498622656,1433.36
04.10.2012,1483.03,1499.24,1472.63,3228956160,1492.3,,28.09.2012,1440.67,1447.13,1435.6,640858624,1447.13
05.10.2012,1508.72,1521.49,1480.6,14491080704,1483.03,,01.10.2012,1444.49,1457.14,1440.9,528217568,1440.9
08.10.2012,1492.51,1509.52,1481.99,8104104960,1508.72,,02.10.2012,1445.75,1451.52,1439.01,468189248,1444.99
09.10.2012,1494.16,1504.47,1490.33,4277252352,1492.51,,03.10.2012,1450.99,1454.3,1441.99,522672672,1446.05
10.10.2012,1483.84,1493.87,1480.65,3863188736,1493.87,,04.10.2012,1461.4,1463.14,1451.08,510423104,1451.08
11.10.2012,1490.41,1495.73,1471.91,5232244224,1483.84,,05.10.2012,1460.93,1470.96,1456.89,485459808,1461.4
12.10.2012,1472.36,1491.16,1467.1,10112904192,1490.41,,08.10.2012,1455.88,1460.93,1453.1,359194368,1460.93
15.10.2012,1466.82,1484.22,1464.76,7518459904,1472.36,,09.10.2012,1441.48,1455.9,1441.18,487372224,1455.9
16.10.2012,1488.18,1488.73,1466.82,7824397312,1466.82,,10.10.2012,1432.56,1442.52,1430.64,463834208,1441.48
17.10.2012,1513.96,1520.63,1488.25,5470902784,1488.65,,11.10.2012,1432.84,1443.9,1432.82,506534624,1432.82
18.10.2012,1512.01,1527.77,1503.76,5506648576,1513.96,,12.10.2012,1428.59,1438.43,1425.53,523055968,1432.84
19.10.2012,1494.44,1516.96,1493.53,4038876672,1512.5,,15.10.2012,1440.13,1441.31,1427.24,505754464,1428.75
22.10.2012,1497.63,1503.27,1484.1,4558649344,1494.36,,16.10.2012,1454.92,1455.51,1440.31,502770016,1440.31
23.10.2012,1456.73,1499.63,1454.3,8019922432,1499.63,,17.10.2012,1460.91,1462.2,1453.35,568299648,1454.22
24.10.2012,1462.43,1471.99,1444.38,9670159360,1457.07,,18.10.2012,1457.34,1464.02,1452.63,586051968,1460.94
25.10.2012,1456.91,1474.23,1456.22,5179439616,1462.43,,19.10.2012,1433.19,1457.34,1429.85,909848512,1457.34
26.10.2012,1441.38,1457.53,1426.27,7935305728,1456.85,,22.10.2012,1433.82,1435.46,1422.06,537693504,1433.21
29.10.2012,1435.05,1442.76,1426.26,1609407488,1441.38,,23.10.2012,1413.11,1433.74,1407.56,608605312,1433.74
30.10.2012,1430.1,1443.4,1426.47,4540088320,1435.05,,24.10.2012,1408.75,1420.04,1407.1,561183104,1413.2
31.10.2012,1433.96,1448.33,1428.48,5737133056,1429.95,,25.10.2012,1412.97,1421.12,1405.14,577411712,1409.74
01.11.2012,1443.5,1443.89,1415.38,12048916480,1433.96,,26.10.2012,1411.94,1417.09,1403.28,624422848,1412.97
02.11.2012,1444.19,1454.58,1435.85,3274441216,1443.5,,31.10.2012,1412.16,1418.76,1405.95,669957888,1410.99
05.11.2012,#N/A N/A,1446.25,1440.55,#N/A N/A,1444.19,,01.11.2012,1427.59,1428.35,1412.2,616103488,1412.2
06.11.2012,1448.98,1452.78,1436.1,4402464256,1438.23,,02.11.2012,1414.2,1434.27,1412.91,629411968,1427.59
07.11.2012,1426.94,1464.82,1425.73,4415268352,1448.98,,05.11.2012,1417.26,1419.9,1408.13,485471520,1414.02
08.11.2012,1410.27,1428.33,1396.11,7294408192,1426.94,,06.11.2012,1428.39,1433.38,1417.26,564275776,1417.26
09.11.2012,1397.86,1410.27,1387.22,7355337216,1410.27,,07.11.2012,1394.53,1428.27,1388.14,712068608,1428.27
12.11.2012,1404.26,1407.28,1390.39,2822863360,1397.86,,08.11.2012,1377.51,1401.23,1377.51,628285504,1394.53
13.11.2012,1363.63,1406.56,1359.92,6019280384,1404.28,,09.11.2012,1379.85,1391.39,1373.03,595168960,1377.55
14.11.2012,1367.15,1376.2,1356.47,5184677376,1363.67,,12.11.2012,1380.03,1384.87,1377.19,300848480,1379.86
15.11.2012,1381.58,1382.96,1359.8,2311601920,1367.15,,13.11.2012,1374.53,1388.81,1371.39,575005888,1380.03
16.11.2012,1376.1,1384.87,1365.97,4565456896,1381.58,,14.11.2012,1355.49,1380.13,1352.5,688834496,1374.64
19.11.2012,1399.7,1402.65,1372.81,3720540416,1376.1,,15.11.2012,1353.33,1360.62,1348.05,631895680,1355.41
20.11.2012,1403.59,1405.02,1394.39,2880112896,1399.7,,16.11.2012,1359.88,1362.03,1343.35,866366592,1353.36
21.11.2012,1420.97,1422.6,1393.29,3037340928,1403.59,,19.11.2012,1386.89,1386.89,1359.88,589446592,1359.88
22.11.2012,1419.88,1427.41,1417.96,3388366336,1420.97,,20.11.2012,1387.81,1389.77,1377.04,529088608,1386.82
23.11.2012,1432.24,1432.24,1418.72,9431564288,1419.88,,21.11.2012,1391.03,1391.25,1386.39,408807168,1387.79
26.11.2012,1426.96,1439.89,1422.38,3863472896,1432.24,,23.11.2012,1409.15,1409.16,1391.03,248312176,1391.03
27.11.2012,1417.6,1440.32,1414.32,5395720704,1426.96,,26.11.2012,1406.29,1409.15,1397.68,532653760,1409.15
28.11.2012,1397.38,1417.94,1395.57,4048473600,1417.6,,27.11.2012,1398.94,1409.01,1398.03,550774464,1406.29
29.11.2012,1420.35,1424.86,1394.21,2860439552,1397.38,,28.11.2012,1409.93,1410.31,1385.43,577114240,1398.77
30.11.2012,1436.55,1439.23,1415.7,4717943296,1420.35,,29.11.2012,1415.95,1419.7,1409.04,531923072,1409.96
03.12.2012,1451.69,1452.42,1433.2,2645364480,1437.51,,30.11.2012,1416.18,1418.86,1411.63,855038976,1415.95
04.12.2012,1443.87,1451.69,1436.17,3570241792,1451.69,,03.12.2012,1409.46,1423.73,1408.46,540951936,1416.34
05.12.2012,1469.54,1473.92,1442.88,4340702208,1443.87,,04.12.2012,1407.05,1413.14,1403.65,559464768,1409.46
06.12.2012,1467,1478.12,1464.03,2328133888,1469.54,,05.12.2012,1409.28,1415.56,1398.23,628384384,1407.05
07.12.2012,1471.09,1472.27,1453.19,3362055680,1467,,06.12.2012,1413.94,1413.95,1405.93,523123968,1409.43
10.12.2012,1480.78,1483.99,1468.37,3118444544,1473.86,,07.12.2012,1418.07,1420.34,1410.9,487081632,1413.95
11.12.2012,1484.5,1489.07,1476.41,2896592128,1481.45,,10.12.2012,1418.55,1421.64,1415.64,488123616,1418.07
12.12.2012,1506.91,1509.89,1484.53,4219200768,1484.53,,11.12.2012,1427.84,1434.27,1418.55,590599296,1418.55
13.12.2012,1499.68,1512.25,1491.51,3554722304,1506.91,,12.12.2012,1428.48,1438.59,1426.76,569768192,1427.84
14.12.2012,1500.89,#N/A N/A,#N/A N/A,3173431296,#N/A N/A,,13.12.2012,1419.45,1431.36,1416,522071744,1428.48
17.12.2012,1491.21,1508.18,1487.44,5794965504,1500.89,,14.12.2012,1413.58,1419.45,1411.88,533732544,1419.45
18.12.2012,1511.43,1515.18,1489.31,5788459008,1491.21,,17.12.2012,1430.36,1430.67,1413.54,584239232,1413.54
19.12.2012,1517.39,1524.77,1509.41,3639067392,1511.42,,18.12.2012,1446.79,1448,1430.47,655620160,1430.47
20.12.2012,1528.89,1530.64,1503.46,11381228544,1517.39,,19.12.2012,1435.81,1447.75,1435.8,576888960,1446.79
21.12.2012,1512.18,1529.84,1507.99,4886930432,1528.81,,20.12.2012,1443.69,1443.7,1432.82,532168256,1435.81
24.12.2012,1515.87,1519.08,1509.14,4068366080,1512.23,,21.12.2012,1430.15,1443.67,1422.58,1538060928,1443.67
25.12.2012,1513.74,1520.29,1513.47,20224319488,1515.87,,24.12.2012,1426.66,1430.15,1424.66,227982672,1430.15
26.12.2012,1526.34,1526.84,1511.55,5443908096,1513.74,,26.12.2012,1419.83,1429.42,1416.43,363632128,1426.66
27.12.2012,1535.05,1535.05,1523.23,3612223744,1526.34,,27.12.2012,1418.1,1422.8,1401.8,445660128,1419.83
28.12.2012,1526.98,1537.44,1520.79,9001822208,1535.05,,28.12.2012,1402.43,1418.1,1401.58,411216000,1418.1
01.01.2013,#N/A N/A,#N/A N/A,#N/A N/A,67363,#N/A N/A,,31.12.2012,1426.19,1426.74,1398.11,601105600,1402.43
08.01.2013,1576.1,1582.35,1526.98,4002213888,1526.98,,02.01.2013,1462.42,1462.43,1426.19,680468864,1426.19
09.01.2013,1568.59,1578.31,1564.09,2595039744,1576.1,,03.01.2013,1459.37,1465.47,1455.53,576168384,1462.42
10.01.2013,1572,1576.32,1568.59,2665418240,1568.59,,04.01.2013,1466.47,1467.94,1458.99,499318240,1459.37
11.01.2013,1571.73,1575.42,1565.57,6593544192,1572,,07.01.2013,1461.89,1466.47,1456.62,490281856,1466.47
14.01.2013,1590.21,1594.17,1569.66,6639343104,1571.73,,08.01.2013,1457.15,1461.89,1451.64,546030208,1461.89
15.01.2013,1576.54,1593.12,1576.54,7854793216,1590.21,,09.01.2013,1461.02,1464.73,1457.15,507352352,1457.15
16.01.2013,1571.15,1585.82,1562.16,6064244224,1576.54,,10.01.2013,1472.12,1472.3,1461.02,569101632,1461.02
17.01.2013,1585.44,1586.8,1571.13,5533477376,1571.15,,11.01.2013,1472.05,1472.75,1467.58,488474720,1472.12
18.01.2013,1603.5,1605.68,1584.97,9999823872,1585.44,,14.01.2013,1470.68,1472.05,1465.69,491726656,1472.05
21.01.2013,1600.13,1603.99,1594.09,7298745856,1603.44,,15.01.2013,1472.34,1473.31,1463.76,483929760,1470.67
22.01.2013,1589.02,1604.63,1580.8,4421635584,1600.13,,16.01.2013,1472.63,1473.96,1467.6,513146656,1472.33
23.01.2013,1605.36,1605.88,1587.88,6760287744,1589.02,,17.01.2013,1480.94,1485.16,1472.63,604124160,1472.63
24.01.2013,1604.65,1605.36,1585.01,5501328896,1605.36,,18.01.2013,1485.98,1485.98,1475.81,930380416,1480.95
25.01.2013,1618.84,1620.43,1597.75,6915547136,1604.66,,22.01.2013,1492.56,1492.56,1481.16,569950400,1485.98
28.01.2013,1635.5,1638.08,1615.04,7135787008,1618.84,,23.01.2013,1494.81,1496.13,1489.9,494336352,1492.56
29.01.2013,1623.87,1637,1618.96,5805009920,1635.5,,24.01.2013,1494.82,1502.27,1489.46,554969600,1494.81
30.01.2013,1618.77,1636.03,1612.42,6503139328,1623.87,,25.01.2013,1502.96,1503.26,1494.82,570690752,1494.82
31.01.2013,1622.13,1623.63,1608.46,9324727296,1618.71,,28.01.2013,1500.18,1503.23,1496.33,535161280,1502.96
01.02.2013,1628.31,1635.71,1620.31,5344500224,1621.71,,29.01.2013,1507.84,1509.35,1498.09,607226816,1500.18
04.02.2013,1612.52,1637.62,1610.94,6018998784,1628.26,,30.01.2013,1501.96,1509.94,1500.11,569791872,1507.84
05.02.2013,1614.09,1617.26,1599.47,6539142656,1612.52,,31.01.2013,1498.11,1504.19,1496.76,740722944,1501.96
06.02.2013,1602.99,1630.74,1599,9718985728,1614.09,,01.02.2013,1513.17,1514.41,1498.11,598682816,1498.11
07.02.2013,1595.36,1607.27,1592.43,4580211200,1602.99,,04.02.2013,1495.71,1513.17,1495.02,584697152,1513.17
08.02.2013,1590.13,1596.88,1577.74,4804198400,1595.36,,05.02.2013,1511.29,1514.96,1495.71,587275072,1495.71
11.02.2013,1581.95,1595.99,1581.7,4483564544,1590.13,,06.02.2013,1512.12,1512.53,1504.71,556294272,1511.29
12.02.2013,1582.35,1590.31,1574.3,4048277760,1581.95,,07.02.2013,1509.39,1512.9,1498.49,553191104,1512.12
13.02.2013,1612.65,1615.58,1582.35,6328155648,1582.35,,08.02.2013,1517.93,1518.31,1509.39,477527360,1509.39
14.02.2013,1588.31,1623.28,1582.85,9858657280,1612.55,,11.02.2013,1517.01,1518.31,1513.61,400159936,1517.93
15.02.2013,1577.26,1589.35,1567.81,9352222720,1588.31,,12.02.2013,1519.43,1522.29,1515.61,489501408,1517.01
18.02.2013,1578.65,1580.9,1566.41,8564218368,1577.26,,13.02.2013,1520.33,1524.69,1515.93,513566752,1519.43
19.02.2013,1592.74,1593.38,1577.86,7943016448,1578.65,,14.02.2013,1521.38,1523.14,1514.02,533981152,1520.33
20.02.2013,1582.63,1597.68,1582.24,7280695296,1592.74,,15.02.2013,1519.79,1524.24,1514.14,811687552,1521.38
21.02.2013,1548.76,1583.25,1545.4,9012165632,1582.63,,19.02.2013,1530.94,1530.94,1519.79,571763136,1519.79
22.02.2013,1551.04,1558.19,1544.36,5134054912,1545.59,,20.02.2013,1511.95,1530.94,1511.41,594170816,1530.94
25.02.2013,1565.07,1567.29,1549.05,5147917312,1551.04,,21.02.2013,1502.42,1511.95,1497.29,599309760,1511.95
26.02.2013,1530.82,1567.11,1524.46,8359672320,1565.07,,22.02.2013,1515.6,1515.64,1502.42,515547200,1502.42
27.02.2013,1530.52,1535.42,1525.56,4948070912,1531.66,,25.02.2013,1487.85,1525.84,1487.85,637253824,1515.6
28.02.2013,1534.41,1544.84,1529.76,11103463424,1530.38,,26.02.2013,1496.94,1498.99,1485.01,579446720,1487.85
01.03.2013,1509.8,1537.27,1505.68,6772398592,1534.41,,27.02.2013,1515.99,1520.08,1494.88,492036288,1496.94
04.03.2013,1498.79,1514.95,1494.71,6030309376,1509.8,,28.02.2013,1514.68,1525.34,1514.46,748922944,1515.99
05.03.2013,1523.34,1525.49,1498.46,6624222720,1498.79,,01.03.2013,1518.2,1519.99,1501.48,548455808,1514.68
06.03.2013,1529.32,1538.77,1523.34,7505334784,1523.34,,04.03.2013,1525.2,1525.27,1512.29,513849664,1518.2
07.03.2013,1532.09,1536.3,1527.61,5012140032,1529.32,,05.03.2013,1539.79,1543.47,1525.2,522751872,1525.2
08.03.2013,#N/A N/A,#N/A N/A,#N/A N/A,91977,#N/A N/A,,06.03.2013,1541.46,1545.25,1538.11,502355712,1539.79
11.03.2013,1539.87,1553.35,1531.83,4958879744,1532.09,,07.03.2013,1544.26,1545.78,1541.46,498992384,1541.46
12.03.2013,1542.55,1545.76,1530.67,2602417920,1539.87,,08.03.2013,1551.18,1552.48,1542.94,487435904,1544.26
13.03.2013,1531.14,1548.74,1528.93,4538010624,1542.55,,11.03.2013,1556.22,1556.27,1547.36,450470304,1551.15
14.03.2013,1535.73,1540.39,1524.95,4304485888,1531.14,,12.03.2013,1552.48,1556.77,1548.24,466648288,1556.22
15.03.2013,1537.66,1556.58,1535.19,8633345024,1535.73,,13.03.2013,1554.52,1556.39,1548.25,420973952,1552.48
18.03.2013,1494.3,1538.91,1477.81,6878730752,1537.66,,14.03.2013,1563.23,1563.32,1554.52,504222144,1554.52
19.03.2013,1478.82,1501.77,1477.7,4724189184,1494.3,,15.03.2013,1560.7,1563.62,1555.74,1447565312,1563.21
20.03.2013,1489.34,1490.95,1465.86,5725638144,1478.82,,18.03.2013,1552.1,1560.7,1545.13,507141280,1560.7
21.03.2013,1485.73,1496.06,1483.46,3305839872,1489.34,,19.03.2013,1548.34,1557.25,1538.57,544881984,1552.1
22.03.2013,1470.91,1487.06,1470.53,4952420864,1485.73,,20.03.2013,1558.71,1561.56,1548.34,515015072,1548.34
25.03.2013,1458.8,1493.82,1457.88,3627035392,1470.91,,21.03.2013,1545.8,1558.71,1543.55,524169408,1558.71
26.03.2013,1445.46,1461.76,1438.41,14508656640,1458.8,,22.03.2013,1556.89,1557.74,1545.9,505786400,1545.9
27.03.2013,1446.04,1455.63,1432.36,8662695936,1445.46,,25.03.2013,1551.69,1564.91,1546.22,540532352,1556.89
28.03.2013,1454.72,1455.18,1435.14,7861738496,1446.04,,26.03.2013,1563.77,1563.95,1551.69,417852192,1551.69
29.03.2013,1460.04,1460.31,1452.39,4714563584,1454.72,,27.03.2013,1562.85,1564.07,1551.9,418415424,1563.75
01.04.2013,1445.57,1460.04,1444.98,2195409408,1460.04,,28.03.2013,1569.19,1570.28,1561.08,673190912,1562.86
02.04.2013,1440.1,1452.31,1437.41,6802020352,1445.57,,01.04.2013,1562.17,1570.57,1558.47,422775552,1569.18
03.04.2013,1425.99,1441.15,1424.42,7615969280,1440.1,,02.04.2013,1570.25,1573.66,1562.17,473640320,1562.17
04.04.2013,1419.45,1432.26,1408.16,14322121728,1425.99,,03.04.2013,1553.69,1571.47,1549.8,587850944,1570.25
05.04.2013,1411.09,1425.4,1404.22,7861432832,1419.45,,04.04.2013,1559.98,1562.6,1552.52,481445376,1553.69
08.04.2013,1419.63,1428.27,1411.09,8691991552,1411.09,,05.04.2013,1553.28,1559.98,1539.5,558288704,1559.98
09.04.2013,1439.46,1441.66,1419.2,14361791488,1419.63,,08.04.2013,1563.07,1563.07,1548.63,455851968,1553.26
10.04.2013,1453.81,1459.72,1439.46,7484243968,1439.46,,09.04.2013,1568.61,1573.89,1560.92,521582048,1563.11
11.04.2013,1433.08,1456.58,1427.92,7898425856,1453.81,,10.04.2013,1587.73,1589.07,1568.61,524612448,1568.61
12.04.2013,1405.47,1433.87,1401.34,14177950720,1433.08,,11.04.2013,1593.37,1597.35,1586.17,530718944,1587.73
15.04.2013,1366.53,1409.29,1356.71,32356653056,1405.47,,12.04.2013,1588.85,1593.3,1579.97,538931392,1593.3
16.04.2013,1356.65,1373.77,1351.87,31570079744,1366.53,,15.04.2013,1552.36,1588.84,1552.28,725229120,1588.84
17.04.2013,1327.92,1369.69,1326.57,15920013312,1356.65,,16.04.2013,1574.57,1575.35,1552.36,572293824,1552.36
18.04.2013,1327.55,1346.53,1322.02,16652323840,1327.92,,17.04.2013,1552.01,1574.57,1543.69,708085120,1574.57
19.04.2013,1336.46,1349.7,1327.4,9256504320,1327.55,,18.04.2013,1541.61,1554.38,1536.03,635698176,1552.03
22.04.2013,1329.14,1353.41,1316.77,17062105088,1336.46,,19.04.2013,1555.25,1555.89,1539.4,790566336,1541.61
23.04.2013,1333.89,1334.62,1314.12,21785653248,1329.14,,22.04.2013,1562.5,1565.55,1548.19,520923456,1555.25
24.04.2013,1375.4,1376.36,1330.98,20394950656,1333.89,,23.04.2013,1578.78,1579.58,1562.5,555077120,1562.5
25.04.2013,1387.98,1394.98,1373.15,17665048576,1375.4,,24.04.2013,1578.79,1583,1575.8,574951040,1578.78
26.04.2013,1382.22,1388.35,1369.59,9356063744,1387.98,,25.04.2013,1585.16,1592.64,1578.93,591309504,1578.93
29.04.2013,1387.54,1389.89,1378.49,5742835200,1382.22,,26.04.2013,1582.24,1585.78,1577.56,558080320,1585.16
30.04.2013,1407.21,1408.37,1379.76,16822384640,1387.54,,29.04.2013,1593.61,1596.65,1582.34,455326880,1582.34
01.05.2013,#N/A N/A,#N/A N/A,#N/A N/A,652822,#N/A N/A,,30.04.2013,1597.57,1597.57,1586.5,676820608,1593.58
02.05.2013,1387.47,1407.29,1382.69,17810864128,1407.21,,01.05.2013,1582.7,1597.55,1581.28,514984544,1597.55
03.05.2013,1429.86,1429.86,1387.38,17907027968,1387.47,,02.05.2013,1597.59,1598.6,1582.77,464684416,1582.77
06.05.2013,1432.15,1437.79,1425.21,11445388288,1429.86,,03.05.2013,1614.42,1618.46,1597.6,528213536,1597.6
07.05.2013,1451.84,1454.06,1427.64,10747801600,1432.15,,06.05.2013,1617.5,1619.77,1614.21,477645664,1614.4
08.05.2013,1452.17,1456.8,1439.91,16113480704,1451.84,,07.05.2013,1625.96,1626.03,1616.64,489537536,1617.55
09.05.2013,#N/A N/A,#N/A N/A,#N/A N/A,718,#N/A N/A,,08.05.2013,1632.69,1632.78,1622.7,516801472,1625.95
10.05.2013,1429.78,1457.3,1425.08,8871007232,1452.17,,09.05.2013,1626.67,1635.01,1623.09,482900672,1632.69
13.05.2013,1422.29,1433.48,1415.04,13174637568,1429.78,,10.05.2013,1633.7,1633.7,1623.71,475475488,1626.69
14.05.2013,1412.69,1431.68,1406.1,17827952640,1422.29,,13.05.2013,1633.77,1636,1626.74,455174880,1632.1
15.05.2013,1391.01,1426.85,1385.47,13587259392,1412.69,,14.05.2013,1650.34,1651.1,1633.75,529472000,1633.75
16.05.2013,1380.58,1397.47,1380.06,18992941056,1391.01,,15.05.2013,1658.78,1661.49,1646.68,547590400,1649.13
17.05.2013,1405.34,1409.01,1377.08,14059556864,1380.58,,16.05.2013,1650.47,1660.51,1648.6,562299328,1658.07
20.05.2013,1417.05,1424.87,1405.34,17514123264,1405.34,,17.05.2013,1667.47,1667.47,1652.45,717787392,1652.45
21.05.2013,1433.02,1437.11,1412.14,17601538048,1417.05,,20.05.2013,1666.29,1672.84,1663.52,494665952,1665.71
22.05.2013,1461.93,1471.56,1431.37,24315330560,1433.02,,21.05.2013,1669.16,1674.93,1662.67,513919040,1666.2
23.05.2013,1400.84,1463.84,1395.63,12898790400,1461.93,,22.05.2013,1655.35,1687.18,1648.86,683490432,1669.39
24.05.2013,1388.52,1413.73,1383.44,9007899648,1400.84,,23.05.2013,1650.51,1655.5,1635.53,610989376,1651.62
27.05.2013,1385.08,1395.36,1380.24,5663642112,1388.52,,24.05.2013,1649.6,1649.78,1636.88,449088384,1646.67
28.05.2013,1399.11,1409.64,1384.77,9665857536,1385.08,,28.05.2013,1660.06,1674.21,1652.63,554619712,1652.63
29.05.2013,1360.06,1402.57,1359.58,12122891264,1399.11,,29.05.2013,1648.36,1656.57,1640.05,511999488,1656.57
30.05.2013,1350.42,1369.5,1346.37,9377055744,1360.06,,30.05.2013,1654.41,1661.91,1648.61,525967968,1649.14
31.05.2013,1331.43,1362.81,1321.84,17495963648,1350.42,,31.05.2013,1630.74,1658.99,1630.74,872444608,1652.13
03.06.2013,1319.01,1337.08,1302.97,19074977792,1331.43,,03.06.2013,1640.42,1640.42,1622.72,614601792,1631.71
